hospital_id,entity_code,hospital_name,district,ownership,directorate,verified_specialties,latitude,longitude,hospital_name_ta
TNH1119,H_23932,"Mathuram Hospital, Puthur, Trichy TN.",Tiruchirappalli,PVT HOSPITAL,Pvt,"Multi-Speciality,Orthopedics",10.8104934,78.6798876,"மதுரம் மருத்துவமனை, புத்தூர், திருச்சி, தமிழ்நாடு."
TNH1120,H_25661,"NRSLJ Speciality Hospitals, Musiri ,Trichy TN.",Tiruchirappalli,PVT HOSPITAL,Pvt,"Multi-Speciality,Pediatrics",10.9614735,78.4319483,"என்.ஆர்.எஸ்.எல்.ஜே சிறப்பு மருத்துவமனைகள், முசிறி, திருச்சி, தமிழ்நாடு."
TNH1121,H_22666,"Q Med Hospital,Renganathapuram, Pudur,Trichy,TN.",Tiruchirappalli,PVT HOSPITAL,Pvt,"Urology,Orthopedics,Multi-Speciality",10.8194843,78.685851,"கியூ மெட் மருத்துவமனை, ரெங்கநாதபுரம், புதூர், திருச்சி, டிஎன்."
TNH1122,H_18457,"Retna Global Hospital, Trichy TN.",Tiruchirappalli,PVT HOSPITAL,Pvt,Multi-Speciality,10.8099692,78.6802739,"ரெட்னா குளோபல் மருத்துவமனை, திருச்சி TN."
TNH1123,H_26136,"Shwetha Spl Hospital Pvt Ltd, Tiruchirapalli, TN.",Tiruchirappalli,PVT HOSPITAL,Pvt,"Gynecology,Gastrology,Pediatrics",10.8186938,78.682903,"ஸ்வேதா எஸ்பிஎல் ஹாஸ்பிடல் பிரைவேட் லிமிடெட், திருச்சிராப்பள்ளி, டிஎன்."
TNH1124,H_18950,"Sinduja Hospital,Manaparai,Trichy TN.",Tiruchirappalli,PVT HOSPITAL,Pvt,"Multi-Speciality,Gynecology,Cardiology",10.6039346,78.416966,"சிந்துஜா மருத்துவமனை, மணப்பாறை, திருச்சி TN."
TNH1125,H_21517,"SMS Hospital, Trichy TN.",Tiruchirappalli,PVT HOSPITAL,Pvt,Multi-Speciality,10.827115,78.6824974,"எஸ்எம்எஸ் மருத்துவமனை, திருச்சி, தமிழ்நாடு."
TNH1126,H_18586,"Sri Kauvery Medical Care India Ltd, Trichy TN.",Tiruchirappalli,PVT HOSPITAL,Pvt,Multi-Speciality,10.8258089,78.6721088,"ஸ்ரீ காவேரி மெடிக்கல் கேர் இந்தியா லிமிடெட், திருச்சி, தமிழ்நாடு."
TNH1127,H_26333,"Sri Kauvery Medicalcare Ltd, Trichy TN.",Tiruchirappalli,PVT HOSPITAL,Pvt,Multi-Speciality,10.760388,78.6777012,"ஸ்ரீ காவேரி மெடிக்கல்கேர் லிமிடெட், திருச்சி, தமிழ்நாடு."
TNH1128,H_22647,"SRI KUMARAN HOSPITAL,TRICHY,TN",Tiruchirappalli,PVT HOSPITAL,Pvt,Multi-Speciality,10.6073891,78.4221893,"ஸ்ரீ குமாரன் மருத்துவமனை, திருச்சி, தமிழ்நாடு"
TNH1129,H_26170,"Sri Ramakrishna Spl Hos Pvt Ltd, Trichy, TN.",Tiruchirappalli,PVT HOSPITAL,Pvt,Multi-Speciality,10.8190383,78.6924189,"ஸ்ரீ ராமகிருஷ்ண ஸ்பெஷல் ஹாஸ்பிடல் பிரைவேட் லிமிடெட், திருச்சி, தமிழ்நாடு."
TNH1130,H_23934,"Srinivasan Medical College and Hospital,Trichy TN.",Tiruchirappalli,PVT HOSPITAL,Pvt,Multi-Speciality,10.930076,78.74611,"சீனிவாசன் மருத்துவக் கல்லூரி மற்றும் மருத்துவமனை, திருச்சி, தமிழ்நாடு."
TNH1132,H_22716,"STAR KIMS HOSPITALS,Trichy TN.",Tiruchirappalli,PVT HOSPITAL,Pvt,Multi-Speciality,10.8233429,78.6819864,"ஸ்டார் கிம்ஸ் மருத்துவமனைகள், திருச்சி, தமிழ்நாடு."
TNH1133,H_22017,"Sugam Hospital,Trichy,TN.",Tiruchirappalli,PVT HOSPITAL,Pvt,Multi-Speciality,10.8627756,78.7046043,"சுகம் மருத்துவமனை, திருச்சி, தமிழ்நாடு."
TNH1134,H_18956,"Sundaram Hospital,Puthur,Trichy TN.",Tiruchirappalli,PVT HOSPITAL,Pvt,Multi-Speciality,10.8144086,78.6778527,"சுந்தரம் மருத்துவமனை, புத்தூர், திருச்சி, தமிழ்நாடு."
TNH1135,H_18539,"Trichy SRM Medi Col Hosp And Res Centr, Trichy TN.",Tiruchirappalli,PVT HOSPITAL,Pvt,Multi-Speciality,10.8019414,78.694566,"திருச்சி எஸ்.ஆர்.எம் மருத்துவக் கல்லூரி மருத்துவமனை மற்றும் ஆராய்ச்சி மையம், திருச்சி, தமிழ்நாடு."
TNH1136,H_22725,"VELAN SPEICALITY HOSPITALS PRIVATE LTD, Trichy TN.",Tiruchirappalli,PVT HOSPITAL,Pvt,Multi-Speciality,10.7822338,78.701587,"வேலன் ஸ்பெஷாலிட்டி ஹாஸ்பிடல்ஸ் பிரைவேட் லிமிடெட், திருச்சி, தமிழ்நாடு."
TNH1138,H_18315,"Annai Velankanni Nursing Home,Tirunelveli TN.",Tirunelveli,PVT HOSPITAL,Pvt,Multi-Speciality,8.8643455,77.6550375,"அன்னை வேளாங்கண்ணி முதியோர் இல்லம், திருநெல்வேலி TN."
TNH1139,H_19615,"Balaji Hospital, Tirunelveli TN.",Tirunelveli,PVT HOSPITAL,Pvt,Multi-Speciality,8.3931206,77.6116216,"பாலாஜி மருத்துவமனை, திருநெல்வேலி, தமிழ்நாடு."
TNH1140,H_22019,"CSI Bellpins Mission Hospital,Tirunelveli,TN.",Tirunelveli,PVT HOSPITAL,Pvt,Multi-Speciality,8.7233175,77.7488292,"சிஎஸ்ஐ பெல்பின்ஸ் மிஷன் மருத்துவமனை, திருநெல்வேலி, தமிழ்நாடு."
TNH1141,H_24127,"CSI Jayaraj Annaparkiam Hospital,Tirunelveli TN.",Tirunelveli,PVT HOSPITAL,Pvt,"Gynecology,Multi-Speciality",8.718791,77.7363201,"சிஎஸ்ஐ ஜெயராஜ் அன்னபர்கியம் மருத்துவமனை, திருநெல்வேலி TN."
TNH1158,H_26285,"P Ramasamy Memo GH, kandiyaperi, Tirunelveli TN.",Tirunelveli,Govt-DMS,Govt,General Medicine,8.7464473,77.6810133,"பி ராமசாமி மெமோ GH, கண்டியப்பேரி, திருநெல்வேலி TN."
TNH1159,H_18243,"Peace Health Centre,Tirunelveli TN.",Tirunelveli,PVT HOSPITAL,Pvt,Multi-Speciality,8.6994634,77.7264369,"பீஸ் சுகாதார மையம், திருநெல்வேலி, தமிழ்நாடு."
TNH1161,H_23520,"Royal Hospital,NGO colony,Tirunelveli TN.",Tirunelveli,PVT HOSPITAL,Pvt,Multi-Speciality,8.695856,77.7394277,"ராயல் மருத்துவமனை, என்ஜிஓ காலனி, திருநெல்வேலி, தமிழ்நாடு."
TNH1162,H_19614,"RSP Nursing Home, Tirunelveli TN.",Tirunelveli,PVT HOSPITAL,Pvt,"Cardiology,Gynecology,Multi-Speciality",8.993139,77.6171564,"ஆர்எஸ்பி முதியோர் இல்லம், திருநெல்வேலி, தமிழ்நாடு."
TNH1163,H_24415,"Santhosh Hospital, Tirunelveli TN.",Tirunelveli,PVT HOSPITAL,Pvt,"Multi-Speciality,Orthopedics",8.7623579,77.7094448,"சந்தோஷ் மருத்துவமனை, திருநெல்வேலி, தமிழ்நாடு."
TNH1164,H_18427,"Shifa Hospital, Tirunelveli TN.",Tirunelveli,PVT HOSPITAL,Pvt,Multi-Speciality,8.7282056,77.7101834,"ஷிஃபா மருத்துவமனை, திருநெல்வேலி, தமிழ்நாடு."
TNH1165,H_25747,"Sri Kauvery Medical Care India,LTD,Tirunelveli TN.",Tirunelveli,PVT HOSPITAL,PVT,Multi-Speciality,8.715018,77.765628,"ஸ்ரீ காவேரி மெடிக்கல் கேர் இந்தியா, லிமிடெட், திருநெல்வேலி, தமிழ்நாடு."
TNH1166,H_24016,"Sri Sakthi Hospital,Tirunelveli TN. ",Tirunelveli,PVT HOSPITAL,Pvt,Multi-Speciality,8.7001346,77.7244276,"ஸ்ரீ சக்தி மருத்துவமனை, திருநெல்வேலி TN. "
TNH1167,H_19063,"Sudharson Platinum Hospital,Tirunelveli TN.",Tirunelveli,PVT HOSPITAL,Pvt,Multi-Speciality,8.72985,77.7195637,"சுதர்சன் பிளாட்டினம் மருத்துவமனை, திருநெல்வேலி TN."
TNH1168,H_24686,"Gov Madhanur CHC, Thirupathur TN.",Tirupathur,Govt,Govt,General Medicine,12.8709924,78.8481494,"அரசு மாதனூர் சி.எச்.சி., திருப்பத்தூர் டி.என்."
TNH1169,H_24684,"Govt Alangayam CHC, Thirupathur TN.",Tirupathur,Govt,Govt,General Medicine,12.4953502,78.5450712,"அரசு ஆலங்காயம் சிஎச்சி, திருப்பத்தூர் டிஎன்."
TNH1170,H_24688,"Govt Andiyappanur CHC, Thirupathur TN.",Tirupathur,Govt,Govt,General Medicine,12.5348997,78.701559,"அரசு ஆண்டியப்பனூர் சி.எச்.சி., திருப்பத்தூர் டி.என்."
TNH1172,H_24687,Govt Natrampalli Thirupathur TN.,Tirupathur,Govt,Govt,"General Medicine,Pediatrics",12.5686914,78.5748974,அரசு நாட்றம்பள்ளி திருப்பத்தூர் டி.என்.
TNH1176,H_18571,"Deepa Hospital,Tirupur TN.",Tiruppur,PVT,PVT,Orthopedics,11.1120876,77.3368567,"தீபா மருத்துவமனை, திருப்பூர், தமிழ்நாடு."
TNH1177,H_22395,"Dr.Sivakani Hospital, Udumalpet, Tirupur TN.",Tiruppur,PVT,PVT,"Cardiology,Multi-Speciality,Gynecology",10.5809824,77.246139,"டாக்டர்.சிவக்கனி மருத்துவமனை, உடுமலைப்பேட்டை, திருப்பூர் TN."
TNH1181,H_24651,"Govt Hospital Avinashi, Tiruppur TN.",Tiruppur,Govt,Govt,"General Medicine,Pediatrics",11.1940443,77.2686673,"அரசு மருத்துவமனை அவிநாசி, திருப்பூர் டி.என்."
TNH1182,H_25868,"Govt Hospital, Jallipatti, Tiruppur TN.",Tiruppur,Govt,Govt,"General Medicine,Pediatrics",10.5074198,77.2038732,"அரசு மருத்துவமனை, ஜல்லிப்பட்டி, திருப்பூர், தமிழ்நாடு."
TNH1183,H_25867,"Govt Hospital, Karadivavi, Tiruppur TN.",Tiruppur,Govt,Govt,"General Medicine,Pediatrics",10.9618795,77.1946004,"அரசு மருத்துவமனை, கரடிவாவி, திருப்பூர் டி.என்."
TNH1184,H_24447,"Govt Hospital, Madathukulam, Tiruppur TN.",Tiruppur,Govt,Govt,"General Medicine,Pediatrics",10.5457976,77.3654611,"அரசு மருத்துவமனை, மடத்துக்குளம், திருப்பூர் டி.என்."
TNH1185,H_20047,"Govt Hospital, Palladam, Tirupur TN.",Tiruppur,Govt,Govt,"General Medicine,Pediatrics",11.0973875,77.3497667,"அரசு மருத்துவமனை, பல்லடம், திருப்பூர் TN."
TNH1186,H_24446,"Govt Hospital, Uthukuli, Tiruppur TN.",Tiruppur,Govt,Govt,"General Medicine,Pediatrics",11.0973875,77.3497667,"அரசு மருத்துவமனை, ஊத்துக்குளி, திருப்பூர் டி.என்."
TNH1187,H_18897,"Govt Hospital,Dharapuram,Tirupur TN.",Tiruppur,Govt,Govt,"General Medicine,Pediatrics",10.7369152,77.5257693,"அரசு மருத்துவமனை, தாராபுரம், திருப்பூர் TN."
TNH1188,H_18917,"Govt Hospital,Udumalapet,Tirupur TN.",Tiruppur,Govt,Govt,"General Medicine,Pediatrics",10.7813904,77.2693708,"அரசு மருத்துவமனை, உடுமலைப்பேட்டை, திருப்பூர் TN."
TNH1204,H_18496,"Govt. Medical College and Hosp, Tiruppur TN.",Tiruppur,Govt,Govt,"General Medicine,Pediatrics",11.1083318,77.3419126,"அரசு மருத்துவக் கல்லூரி மற்றும் மருத்துவமனை, திருப்பூர், தமிழ்நாடு."
TNH1205,H_24445,"Govt.Head Qrtrs Hosp Kangeyam,Tiruppur TN.",Tiruppur,Govt,Govt,"General Medicine,Pediatrics",10.9411199,77.7110474,"அரசு தலைமை மருத்துவமனை, காங்கேயம், திருப்பூர், தமிழ்நாடு."
TNH1206,H_26383,"Govt.Hospital,15 Velampalayam, Tiruppur TN.",Tiruppur,Govt,Govt,"General Medicine,Pediatrics",11.1386406,77.304048,"அரசு மருத்துவமனை, 15 வேலம்பாளையம், திருப்பூர் TN."
TNH1207,H_19945,"Jansons MRI, Diagnoistic, Tirupur DC.",Tiruppur,Pvt,Pvt,Multi-Speciality,11.1082535,77.3431947,"ஜான்சன்ஸ் எம்ஆர்ஐ, நோயறிதல், திருப்பூர் டிசி."
TNH1208,H_26193,"KC HOSPITAL, TIRUPPUR TN.",Tiruppur,Pvt,Pvt,Multi-Speciality,11.1090379,77.3441239,"கே.சி. மருத்துவமனை, திருப்பூர், தமிழ்நாடு."
TNH1209,H_18932,"L.G Medical Centre,Kangeyam Road,Tirupur TN.",Tiruppur,PVT,PVT,Multi-Speciality,11.099954,77.3902978,"L.G மருத்துவ மையம், காங்கேயம் சாலை, திருப்பூர் TN."
TNH1210,H_18921,"Lavanya Hospital,Udumalpet,Tirupur TN.",Tiruppur,PVT,PVT,Multi-Speciality,10.5820029,77.2491721,"லாவண்யா மருத்துவமனை, உடுமலைப்பேட்டை, திருப்பூர் TN."
TNH1211,H_19489,"Malar Priya Medical Center, PN Nagar,Tirupur TN.",Tiruppur,PVT,PVT,Multi-Speciality,11.1658867,77.3514636,"மலர் பிரியா மருத்துவ மையம், PN நகர், திருப்பூர் TN."
TNH1212,H_26361,"MATHESWARI MEDICAL CENTER ANDHOSPITAL,TIRUPPUR, TN",Tiruppur,Pvt,Pvt,Multi-Speciality,11.1944298,77.2631099,"மாதேஸ்வரி மருத்துவ மையம் மற்றும் மருத்துவமனை, திருப்பூர், தமிழ்நாடு"
TNH1213,H_18904,"Nivetha Hospital,Dharapuram,Tirupur TN.",Tiruppur,PVT,PVT,Multi-Speciality,10.7307959,77.5240154,"நிவேதா மருத்துவமனை, தாராபுரம், திருப்பூர் TN."
TNH1214,H_22160,"OMS Hospital, Bharathi Nagar, Tirupur TN.",Tiruppur,PVT,PVT,Multi-Speciality,11.0672698,77.3394094,"OMS மருத்துவமனை, பாரதி நகர், திருப்பூர் TN."
TNH1215,H_18910,"Ponni Hospital,Palladum,Tirupur TN.",Tiruppur,PVT,PVT,"Multi-Speciality,Gynecology,Urology",10.9952911,77.2887865,"பொன்னி மருத்துவமனை, பல்லடம், திருப்பூர் TN."
TNH1217,H_18389,"Revathi Medical Centre, Tirupur TN.",Tiruppur,PVT,PVT,Multi-Speciality,11.1202821,77.3292348,"ரேவதி மருத்துவ மையம், திருப்பூர் டி.என்."
TNH1218,H_25640,"Saravana Medical Centre, Tiruppur TN.",Tiruppur,PVT,PVT,Multi-Speciality,11.0067747,77.5654949,"சரவணா மருத்துவ மையம், திருப்பூர் டி.என்."
TNH1220,H_24433,"Shetty Hospital, Tiruppur TN.",Tiruppur,PVT,PVT,"Multi-Speciality,Gynecology,Orthopedics",10.5836411,77.2483334,"ஷெட்டி மருத்துவமனை, திருப்பூர், தமிழ்நாடு."
TNH1221,H_22306,"SK Hospital, Samalapuram, Somanur, Tirupur TN.",Tiruppur,PVT,PVT,Multi-Speciality,11.0730254,77.1924882,"எஸ்கே மருத்துவமனை, சாமளாபுரம், சோமனூர், திருப்பூர் டி.என்."
TNH1222,H_18325,"Sri Kumaran Hospital, Tirupur TN.",Tiruppur,PVT,PVT,Multi-Speciality,11.1307942,77.3412688,"ஸ்ரீ குமரன் மருத்துவமனை, திருப்பூர் டி.என்."
TNH1223,H_18271,"Sri Saran Hospital, Tirupur TN.",Tiruppur,PVT,PVT,Multi-Speciality,11.1488652,77.3466798,"ஸ்ரீ சரண் மருத்துவமனை, திருப்பூர் டி.என்."
TNH1224,H_22087,"Sugan Sugaa Medical Centre, Tirupur TN.",Tiruppur,PVT,PVT,Multi-Speciality,11.1677024,77.3097369,"சுகன் சுகா மருத்துவ மையம், திருப்பூர் TN."
TNH1225,H_24046,"T.M.F Hospital, Sabapathipuram, Tiruppur TN.",Tiruppur,PVT,PVT,Multi-Speciality,11.109377,77.3450227,"T.M.F மருத்துவமனை, சபாபதிபுரம், திருப்பூர் TN."
TNH1226,H_24137,"Tirupur Aadhar Medical Center, Tiruppur TN.",Tiruppur,PVT,PVT,Multi-Speciality,11.1113809,77.3384154,"திருப்பூர் ஆதார் மருத்துவ மையம், திருப்பூர் டி.என்."
TNH1227,H_22031,"Vel Hospital,Dharapuram,Tirupur TN.",Tiruppur,PVT,PVT,Multi-Speciality,10.728566,77.5233027,"வேல் மருத்துவமனை, தாராபுரம், திருப்பூர் TN."
TNH1228,H_22038,The Eye Foundation Eye Hospital,Tiruppur,PVT,PVT,Opthamology,11.11020677,77.3411291,தி ஐ ஃபவுண்டேஷன் கண் மருத்துவமனை
TNH1229,H_22090,"Aakash Hospital, Thiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,"Multi-Speciality,Ophthalmology",13.2706203,80.2629997,"ஆகாஷ் மருத்துவமனை, திருவள்ளூர் டி.என்."
TNH1230,H_18840,"ACS MEDICAL COLLEGE, THIRUVALLUR TN.",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.0585308,80.1271562,"ஏசிஎஸ் மருத்துவக் கல்லூரி, திருவள்ளூர், தமிழ்நாடு."
TNH1231,H_25946,"Anand Hospital, Tiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.1369519,79.9172855,"ஆனந்த் மருத்துவமனை, திருவள்ளூர் டி.என்."
TNH1232,H_20074,"Apollo Hospitals Ayyanambakkam,Thiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.0751263,80.1515805,"அப்பல்லோ மருத்துவமனைகள் அய்யனம்பாக்கம், திருவள்ளூர் TN."
TNH1233,H_24363,"Be Well Hospital, Anna Nagar, Thiruvallur TN. ",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.0793931,80.19825,"பீ வெல் மருத்துவமனை, அண்ணா நகர், திருவள்ளூர், தமிழ்நாடு."
TNH1234,H_23581,"Dr. Rela Institute and MS Hospital,Thiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,"Hepatology,Gastrology,Multi-Speciality",12.9549235,80.1388459,"டாக்டர் ரெலா நிறுவனம் மற்றும் எம்.எஸ். மருத்துவமனை, திருவள்ளூர், தமிழ்நாடு."
TNH1236,H_18620,"Frontier Life Line Pvt. Ltd, Thiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,"Cardiology,Pulmonology",13.087721,80.185609,"ஃபிரான்டியர் லைஃப் லைன் பிரைவேட் லிமிடெட், திருவள்ளூர், தமிழ்நாடு."
TNH1237,H_25827,"Gayathri Hospital, Thiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.0674904,80.1286898,"காயத்திரி மருத்துவமனை, திருவள்ளூர் டி.என்."
TNH1239,H_23442,"GLB Hospitals, Tiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.0815266,80.2140757,"ஜி.எல்.பி மருத்துவமனைகள், திருவள்ளூர், தமிழ்நாடு."
TNH1240,H_24421,"Govt Hospital, Gummudipundi, Tiruvallur TN.",Thiruvallur,Govt-DMS,Govt,"General Medicine,Pediatrics",13.127546,79.91044,"அரசு மருத்துவமனை, கும்முடிப்பூண்டி, திருவள்ளூர் டி.என்."
TNH1241,H_24422,"Govt Hospital, Pallipattu, Tiruvallur TN.",Thiruvallur,Govt-DMS,Govt,"General Medicine,Pediatrics",13.3373901,79.4661723,"அரசு மருத்துவமனை, பள்ளிப்பட்டு, திருவள்ளூர் டி.என்."
TNH1242,H_24939,"Govt Hospital,Madhavaram UCHC,Thiruvallur TN.",Thiruvallur,Govt-DMS,Govt,General Medicine,13.1634608,80.243133,"அரசு மருத்துவமனை, மாதவரம் UCHC, திருவள்ளூர் TN."
TNH1243,H_24424,"Govt Hospital,Pazhaverkadu, Tiruvallur TN.",Thiruvallur,Govt-DMS,Govt,"General Medicine,Pediatrics",13.4177382,80.3185252,"அரசு மருத்துவமனை, பழவேற்காடு, திருவள்ளூர் டி.என்."
TNH1244,H_24425,"Govt Hospital,Podadurpet,Tiruvallur TN.",Thiruvallur,Govt-DMS,Govt,"General Medicine,Pediatrics",13.127546,79.91044,"அரசு மருத்துவமனை, பொடதூர்பேட்டை, திருவள்ளூர் TN."
TNH1245,H_24537,"Govt.Naravarikuppam UGPHC,Thiruvallur TN.",Thiruvallur,Govt-MTM,Govt,General Medicine,13.1913769,80.1833217,"அரசு நாரவாரிக்குப்பம் UGPHC, திருவள்ளூர் TN."
TNH1248,H_24539,"Govt.UGPHC Thiruvelangadu,Thiruvallur TN.",Thiruvallur,Govt-MTM,Govt,General Medicine,13.1301643,79.7739537,"அரசு யு.ஜி.பி.எச்.சி., திருவேலங்காடு, திருவள்ளூர், தமிழ்நாடு."
TNH1260,H_26265,"Grand Care Multi spl Hospital, Tiruvallur TN. ",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.1223696,79.9157377,"கிராண்ட் கேர் மல்டி எஸ்பிஎல் மருத்துவமனை, திருவள்ளூர் டிஎன். "
TNH1261,H_25897,"Holistic Medical Center Hospital, Thiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.109377,80.0950797,"ஹோலிஸ்டிக் மருத்துவ மைய மருத்துவமனை, திருவள்ளூர், தமிழ்நாடு."
TNH1263,H_20112,"KHM Hospital, Thiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.0846111,80.2130097,"கே.எச்.எம் மருத்துவமனை, திருவள்ளூர், தமிழ்நாடு."
TNH1265,H_23592,"MMRV Hospital, Tiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.2693596,80.1525536,"எம்.எம்.ஆர்.வி மருத்துவமனை, திருவள்ளூர், தமிழ்நாடு."
TNH1266,H_23601,"Panimalar MC and Research Institute,Tiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.1226901,79.911769,"பனிமலர் MC மற்றும் ஆராய்ச்சி நிறுவனம், திருவள்ளூர் TN."
TNH1267,H_26011,"Praja Hospital, Thiruvallur, TN.",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.1323427,80.195328,"பிரஜா மருத்துவமனை, திருவள்ளூர், டி.என்."
TNH1268,H_23461,"Ravina Health Care Pvt Ltd, Tiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,12.978547,80.1265547,"ரவீனா ஹெல்த் கேர் பிரைவேட் லிமிடெட், திருவள்ளூர் டி.என்."
TNH1269,H_18843,"RETTERI SRI KUMARAN HOSPITAL, THIRUVALLUR TN.",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.1306041,80.212698,"ரெட்டேரி ஸ்ரீ குமரன் மருத்துவமனை, திருவள்ளூர் TN."
TNH1270,H_22867,"RPS Hospital, Korattur North, Thiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.1205542,80.1978368,"ஆர்.பி.எஸ் மருத்துவமனை, கொரட்டூர் வடக்கு, திருவள்ளூர், தமிழ்நாடு."
TNH1272,H_23546,"Sir Ivan Stedeford Hospital, Thiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.1255449,80.1440334,"சர் இவான் ஸ்டெடிஃபோர்டு மருத்துவமனை, திருவள்ளூர், தமிழ்நாடு."
TNH1273,H_24224,"Sri Lalithambigai Medical College,Tiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.0642232,80.1604684,"ஸ்ரீ லலிதாம்பிகை மருத்துவக் கல்லூரி, திருவள்ளூர் TN."
TNH1274,H_25751,"Sri Venkateshwaraa Medcity Med Col,Thiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.2158343,80.1716848,"ஸ்ரீ வெங்கடேஸ்வரா மெட்சிட்டி மெட் கர்னல், திருவள்ளூர் TN."
TNH1275,H_18297,"Sugam Hospital, Thiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.4285022,80.1233242,"சுகம் மருத்துவமனை, திருவள்ளூர் டி.என்."
TNH1276,H_18619,"The Madras Medical Mission, Thiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,Cardiology,13.0859697,80.187141,"மெட்ராஸ் மெடிக்கல் மிஷன், திருவள்ளூர், தமிழ்நாடு."
TNH1277,H_24069,"Vels MC Hospital, Manjankaranai, Tiruvallur TN.",Thiruvallur,PVT HOSPITAL,Pvt,Multi-Speciality,13.2689063,80.1225027,"வேல்ஸ் எம்சி மருத்துவமனை, மஞ்சங்கரணை, திருவள்ளூர் டி.என்."
TNH1278,H_26250,"Amudham Hospital, Tiruvannamalai, TN.",Tiruvannamalai,PVT HOSPITAL,Pvt,Multi-Speciality,12.2170665,79.0597419,"அமுதம் மருத்துவமனை, திருவண்ணாமலை, TN."
TNH1279,H_23715,"Arunai hospital,Tiruvannamalai TN.",Tiruvannamalai,PVT HOSPITAL,Pvt,Multi-Speciality,12.2279369,79.0786548,"அருணை மருத்துவமனை, திருவண்ணாமலை TN."
TNH1280,H_25711,"Govt Hospital, Thandarampet,Thiruvannamalai TN.",Tiruvannamalai,Govt-DMS,Govt,"General Medicine,Pediatrics",12.225672,79.0663174,"அரசு மருத்துவமனை, தண்டராம்பட்டு, திருவண்ணாமலை TN."
TNH1281,H_24423,"Govt Hospital,Polur,Tiruvannamalai TN.",Tiruvannamalai,Govt-DMS,Govt,"General Medicine,Pediatrics",12.5083565,79.1238085,"அரசு மருத்துவமனை, போளூர், திருவண்ணாமலை TN."
TNH1282,H_25825,"Govt. Hospital, Thanipadi, Thiruvannamalai TN.",Tiruvannamalai,Govt-DMS,Govt,"General Medicine,Pediatrics",12.225672,79.0663174,"அரசு மருத்துவமனை, தானிப்பாடி, திருவண்ணாமலை டி.என்."
TNH1283,H_25824,"Govt. Hospital, Vembakkam, Thiruvannamalai TN.",Tiruvannamalai,Govt-DMS,Govt,"General Medicine,Pediatrics",12.7263647,79.7106065,"அரசு மருத்துவமனை, வெம்பாக்கம், திருவண்ணாமலை டி.என்."
TNH1284,H_25854,"Govt.Hospital, Kalasapakkam,Thiruvannamalai TN.",Tiruvannamalai,Govt-DMS,Govt,"General Medicine,Pediatrics",12.3686081,79.1235345,"அரசு மருத்துவமனை, கலசப்பாக்கம், திருவண்ணாமலை TN."
TNH1285,H_24464,"Govt.Upgraded CHC,Keelpennathur,Tiruvannamalai TN. ",Tiruvannamalai,Govt-MTM,Govt,General Medicine,12.2252841,79.0746957,"அரசு மேம்படுத்தப்பட்ட CHC, கீழ்பென்னாத்தூர், திருவண்ணாமலை TN. "
TNH1286,H_18636,"GRACE AND COMPASSION HOSP,TIRUVANNAMALAI TN.",Tiruvannamalai,PVT HOSPITAL,Pvt,Multi-Speciality,12.2360656,79.0811229,"கிரேஸ் அண்ட் காம்பாஷன் மருத்துவமனை, திருவண்ணாமலை TN."
TNH1307,H_21988,"Raj Hospital, Tiruvannamalai TN.",Tiruvannamalai,PVT HOSPITAL,Pvt,Multi-Speciality,12.2300631,79.0650511,"ராஜ் மருத்துவமனை, திருவண்ணாமலை டி.என்."
TNH1308,H_24414,"Rajam Nursing Home,Tiruvannamalai TN.",Tiruvannamalai,PVT HOSPITAL,Pvt,Multi-Speciality,12.2307969,79.0726088,"ராஜம் முதியோர் இல்லம், திருவண்ணாமலை TN."
